day,time,agent_id,feed_items,relational_items,personalized_items,headline_items,stance_score,toxicity_score,misinformation_risk,cross_viewpoint_exposure,intervention_reward
1,00:38,1,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,00:38,2,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,00:38,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,00:38,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,00:38,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,02:00,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,02:00,2,2,0,1,1,0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,02:00,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,02:00,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,02:00,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:36,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:36,2,2,0,1,1,0.11999999999999997,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:36,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,07:36,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,07:36,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:01,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:01,2,2,0,1,1,0.16266666666666663,0.0,0.0,0.08333333333333333,0.49583333333333335
1,08:01,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:01,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,08:01,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,08:28,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,08:28,2,5,0,2,3,0.1301333333333333,0.0,0.0,0.08133333333333331,0.36473333333333335
1,08:28,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,08:28,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,08:28,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:06,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:06,2,2,0,1,1,0.17077333333333328,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:06,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:06,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:06,5,3,0,1,2,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:08,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:08,2,5,0,2,3,0.13661866666666664,0.0,0.0,0.08538666666666664,0.36696266666666666
1,09:08,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:08,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:08,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:17,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:17,2,5,0,2,3,0.10929493333333332,0.0,0.0,0.06830933333333332,0.3575701333333333
1,09:17,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:17,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:17,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:20,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,09:20,2,2,0,1,1,0.1541026133333333,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:20,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:20,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:20,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,09:35,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:35,2,5,0,2,3,0.12328209066666665,0.0,0.0,0.07705130666666665,0.36237821866666664
1,09:35,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:35,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:35,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:36,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:36,2,5,0,2,3,0.09862567253333332,0.0,0.0,0.061641045333333325,0.3539025749333333
1,09:36,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:36,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:36,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:57,1,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,09:57,2,5,0,2,3,0.07890053802666666,0.0,0.0,0.04931283626666666,0.3471220599466667
1,09:57,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:57,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,09:57,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,10:22,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,10:22,2,2,0,1,1,0.129787097088,0.0,0.0,0.08333333333333331,0.36583333333333334
1,10:22,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,10:22,4,2,0,1,1,0.0,0.0,0.0,0.0,0.44999999999999996
1,10:22,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.49583333333333335
1,10:35,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,10:35,2,5,0,2,3,0.1038296776704,0.0,0.0,0.064893548544,0.4856914516992
1,10:35,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,10:35,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,10:35,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:22,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:22,2,5,0,2,3,0.08306374213632,0.0,0.0,0.0519148388352,0.47855316135936
1,11:22,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:22,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:22,5,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,11:37,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:37,2,5,0,2,3,0.06645099370905601,0.0,0.0,0.04153187106816,0.342842529087488
1,11:37,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:37,4,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,11:37,5,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,11:58,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:58,2,5,0,2,3,0.05316079496724481,0.0,0.0,0.033225496854528004,0.46827402326999035
1,11:58,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:58,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,11:58,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:05,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:05,2,5,0,2,3,0.04252863597379585,0.0,0.0,0.026580397483622405,0.3346192186159923
1,12:05,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:05,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:05,5,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:10,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:10,2,2,0,1,1,0.10068957544570334,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:10,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:10,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:10,5,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:14,1,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:14,2,5,0,2,3,0.08055166035656268,0.0,0.0,0.05034478772285167,0.3476896332475684
1,12:14,3,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:14,4,5,0,2,3,0.0,0.0,0.0,0.0,0.31999999999999995
1,12:14,5,5,0,2,3,0.0,0.0,0.0,0.0,0.44999999999999996
1,12:41,1,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:41,2,2,0,1,1,0.1311079949519168,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:41,3,2,0,1,1,-0.06666666666666665,0.0,0.0,0.08333333333333333,0.36583333333333334
1,12:41,4,2,0,1,1,0.0,0.0,0.0,0.0,0.31999999999999995
